T,p,q,sell_agg
1789135519115,79471.2,0.043,False
1789135519139,79471.1,0.027,True
1789135519141,79471.2,0.249,False
1789135519212,79471.3,0.003,False
1789135519214,79473.1,0.002,False
1789135519216,79473.2,0.003,False
1789135519217,79473.8,0.001,False
1789135519218,79473.9,0.005,False
1789135519223,79475.2,0.001,False
1789135519224,79475.6,0.001,False
1789135519226,79477.3,0.004,False
1789135519227,79477.6,0.004,False
1789135519228,79477.7,0.004,False
1789135519230,79478.9,0.004,False
1789135519231,79479.1,0.001,False
1789135519232,79479.3,0.001,False
1789135519240,79480.0,0.077,False
1789135519308,79480.1,0.001,False
1789135519309,79480.6,0.15,False
1789135519311,79482.2,0.001,False
1789135519314,79484.2,0.005,False
1789135519316,79484.5,0.008,True
1789135519331,79485.2,0.002,True
1789135519361,79485.3,0.004,False
1789135519504,79485.3,0.021,False
1789135519523,79485.2,0.025,True
1789135519529,79485.3,0.064,False
1789135519583,79485.2,0.004,True
1789135519584,79485.3,0.293,False
1789135519666,79485.4,0.001,False
1789135519667,79486.1,0.001,False
1789135519715,79488.0,0.003,False
1789135519790,79487.9,0.064,True
1789135519927,79487.9,0.073,True
1789135520035,79488.0,0.01,False
1789135520036,79487.9,0.003,True
1789135520044,79488.0,0.001,False
1789135520075,79487.9,0.107,True
1789135520242,79488.0,0.018,False
1789135520251,79487.9,0.013,True
1789135520260,79488.0,0.163,False
1789135520282,79488.1,0.008,False
1789135520284,79490.0,0.001,False
1789135520287,79490.3,0.003,False
1789135520297,79492.1,0.235,False
1789135520299,79492.8,0.001,False
1789135520303,79495.9,0.002,False
1789135520306,79496.6,0.002,False
1789135520319,79497.2,0.002,False
1789135520326,79498.6,0.006,False
1789135520327,79499.1,0.001,False
1789135520331,79499.4,0.012,False
1789135520358,79499.9,0.003,True
1789135520406,79500.0,0.016,False
1789135520441,79499.9,0.026,True
1789135520561,79499.9,0.014,True
1789135520709,79499.9,0.72,True
1789135520838,79499.9,0.016,True
1789135520964,79499.9,0.851,True
1789135521000,79499.8,0.005,True
1789135521001,79497.8,0.001,True
1789135521002,79496.9,0.001,True
1789135521005,79495.0,0.003,True
1789135521006,79494.8,0.001,True
1789135521012,79493.6,0.1,True
1789135521013,79492.7,0.002,True
1789135521019,79492.2,0.048,True
1789135521074,79492.3,0.012,False
1789135521107,79492.2,0.082,True
1789135521188,79492.3,0.01,False
1789135521218,79492.2,0.323,True
1789135521241,79492.0,0.004,True
1789135521243,79491.9,0.002,True
1789135521277,79490.5,0.081,True
1789135521278,79488.3,0.165,True
1789135521326,79488.4,0.001,False
1789135521339,79488.3,0.004,True
1789135521372,79488.4,0.075,False
1789135521443,79488.3,0.48,True
1789135521446,79488.4,0.004,False
1789135521447,79487.7,0.001,True
1789135521448,79485.2,0.029,True
1789135521451,79479.1,0.004,False
1789135521453,79479.0,0.074,True
1789135521517,79479.1,3.858,False
1789135521520,79480.9,0.001,False
1789135521521,79482.9,0.021,False
1789135521577,79482.8,0.01,True
1789135521596,79482.9,0.043,False
1789135521605,79484.2,0.121,False
1789135521608,79488.3,0.028,True
1789135521653,79488.4,0.001,False
1789135521691,79488.3,0.001,True
1789135521709,79488.4,0.003,False
1789135521748,79488.3,0.008,True
1789135521750,79488.4,0.098,False
1789135521751,79488.8,0.001,False
1789135521753,79492.2,0.009,False
1789135521769,79492.3,0.03,False
1789135521771,79492.4,0.007,False
1789135521773,79494.8,0.026,False
1789135521780,79494.7,2.145,True
1789135521884,79494.7,0.257,True
1789135521885,79494.4,0.002,True
1789135521886,79493.1,0.002,True
1789135521888,79488.3,0.008,True
1789135521924,79488.1,0.002,False
1789135521951,79488.0,1.072,True
1789135521952,79486.6,0.001,True
1789135521953,79485.9,0.001,True
1789135521955,79482.7,0.004,True
